gate_event_id,device_id,station_id,observed_at_utc,trip_stop_window,passenger_count
GATE_000055,GATE_DEV_STN_010,STN_010,2026-04-13T06:30:00Z,R4:2026-04-13:06,4
GATE_000056,GATE_DEV_STN_011,STN_011,2026-04-13T06:30:00Z,R4:2026-04-13:06,4
GATE_000057,GATE_DEV_STN_012,STN_012,2026-04-13T06:30:00Z,R4:2026-04-13:06,4
GATE_000058,GATE_DEV_STN_010,STN_010,2026-04-13T07:30:00Z,R4:2026-04-13:07,4
GATE_000059,GATE_DEV_STN_011,STN_011,2026-04-13T07:30:00Z,R4:2026-04-13:07,4
GATE_000060,GATE_DEV_STN_012,STN_012,2026-04-13T07:30:00Z,R4:2026-04-13:07,4
GATE_000061,GATE_DEV_STN_010,STN_010,2026-04-13T08:30:00Z,R4:2026-04-13:08,4
GATE_000062,GATE_DEV_STN_011,STN_011,2026-04-13T08:30:00Z,R4:2026-04-13:08,4
GATE_000063,GATE_DEV_STN_012,STN_012,2026-04-13T08:30:00Z,R4:2026-04-13:08,4
GATE_000064,GATE_DEV_STN_010,STN_010,2026-04-13T16:30:00Z,R4:2026-04-13:16,4
GATE_000065,GATE_DEV_STN_011,STN_011,2026-04-13T16:30:00Z,R4:2026-04-13:16,4
GATE_000066,GATE_DEV_STN_012,STN_012,2026-04-13T16:30:00Z,R4:2026-04-13:16,4
GATE_000067,GATE_DEV_STN_010,STN_010,2026-04-13T17:30:00Z,R4:2026-04-13:17,4
GATE_000068,GATE_DEV_STN_011,STN_011,2026-04-13T17:30:00Z,R4:2026-04-13:17,4
GATE_000069,GATE_DEV_STN_012,STN_012,2026-04-13T17:30:00Z,R4:2026-04-13:17,4
GATE_000070,GATE_DEV_STN_010,STN_010,2026-04-13T18:30:00Z,R4:2026-04-13:18,4
GATE_000071,GATE_DEV_STN_011,STN_011,2026-04-13T18:30:00Z,R4:2026-04-13:18,4
GATE_000072,GATE_DEV_STN_012,STN_012,2026-04-13T18:30:00Z,R4:2026-04-13:18,4
GATE_000073,GATE_DEV_STN_001,STN_001,2026-04-14T06:30:00Z,R1:2026-04-14:06,4
GATE_000074,GATE_DEV_STN_002,STN_002,2026-04-14T06:30:00Z,R1:2026-04-14:06,4
GATE_000075,GATE_DEV_STN_003,STN_003,2026-04-14T06:30:00Z,R1:2026-04-14:06,4
GATE_000076,GATE_DEV_STN_001,STN_001,2026-04-14T07:30:00Z,R1:2026-04-14:07,4
GATE_000077,GATE_DEV_STN_002,STN_002,2026-04-14T07:30:00Z,R1:2026-04-14:07,4
GATE_000078,GATE_DEV_STN_003,STN_003,2026-04-14T07:30:00Z,R1:2026-04-14:07,4
GATE_000079,GATE_DEV_STN_001,STN_001,2026-04-14T08:30:00Z,R1:2026-04-14:08,4
GATE_000080,GATE_DEV_STN_002,STN_002,2026-04-14T08:30:00Z,R1:2026-04-14:08,4
GATE_000081,GATE_DEV_STN_003,STN_003,2026-04-14T08:30:00Z,R1:2026-04-14:08,4
GATE_000082,GATE_DEV_STN_001,STN_001,2026-04-14T16:30:00Z,R1:2026-04-14:16,4
GATE_000083,GATE_DEV_STN_002,STN_002,2026-04-14T16:30:00Z,R1:2026-04-14:16,4
GATE_000084,GATE_DEV_STN_003,STN_003,2026-04-14T16:30:00Z,R1:2026-04-14:16,4
GATE_000085,GATE_DEV_STN_001,STN_001,2026-04-14T17:30:00Z,R1:2026-04-14:17,4
GATE_000086,GATE_DEV_STN_002,STN_002,2026-04-14T17:30:00Z,R1:2026-04-14:17,4
GATE_000087,GATE_DEV_STN_003,STN_003,2026-04-14T17:30:00Z,R1:2026-04-14:17,4
GATE_000088,GATE_DEV_STN_001,STN_001,2026-04-14T18:30:00Z,R1:2026-04-14:18,4
GATE_000089,GATE_DEV_STN_002,STN_002,2026-04-14T18:30:00Z,R1:2026-04-14:18,4
GATE_000090,GATE_DEV_STN_003,STN_003,2026-04-14T18:30:00Z,R1:2026-04-14:18,4
GATE_000091,GATE_DEV_STN_004,STN_004,2026-04-14T06:30:00Z,R2:2026-04-14:06,5
GATE_000092,GATE_DEV_STN_005,STN_005,2026-04-14T06:30:00Z,R2:2026-04-14:06,5
GATE_000093,GATE_DEV_STN_006,STN_006,2026-04-14T06:30:00Z,R2:2026-04-14:06,5
GATE_000094,GATE_DEV_STN_004,STN_004,2026-04-14T07:30:00Z,R2:2026-04-14:07,5
GATE_000095,GATE_DEV_STN_005,STN_005,2026-04-14T07:30:00Z,R2:2026-04-14:07,5
GATE_000096,GATE_DEV_STN_006,STN_006,2026-04-14T07:30:00Z,R2:2026-04-14:07,5
GATE_000097,GATE_DEV_STN_004,STN_004,2026-04-14T08:30:00Z,R2:2026-04-14:08,5
GATE_000098,GATE_DEV_STN_005,STN_005,2026-04-14T08:30:00Z,R2:2026-04-14:08,5
GATE_000099,GATE_DEV_STN_006,STN_006,2026-04-14T08:30:00Z,R2:2026-04-14:08,5
GATE_000100,GATE_DEV_STN_004,STN_004,2026-04-14T16:30:00Z,R2:2026-04-14:16,5
GATE_000101,GATE_DEV_STN_005,STN_005,2026-04-14T16:30:00Z,R2:2026-04-14:16,5
GATE_000102,GATE_DEV_STN_006,STN_006,2026-04-14T16:30:00Z,R2:2026-04-14:16,5
GATE_000103,GATE_DEV_STN_004,STN_004,2026-04-14T17:30:00Z,R2:2026-04-14:17,5
GATE_000104,GATE_DEV_STN_005,STN_005,2026-04-14T17:30:00Z,R2:2026-04-14:17,5
GATE_000105,GATE_DEV_STN_006,STN_006,2026-04-14T17:30:00Z,R2:2026-04-14:17,5
GATE_000106,GATE_DEV_STN_004,STN_004,2026-04-14T18:30:00Z,R2:2026-04-14:18,5
GATE_000107,GATE_DEV_STN_005,STN_005,2026-04-14T18:30:00Z,R2:2026-04-14:18,5
GATE_000108,GATE_DEV_STN_006,STN_006,2026-04-14T18:30:00Z,R2:2026-04-14:18,5
GATE_000109,GATE_DEV_STN_007,STN_007,2026-04-14T06:30:00Z,R3:2026-04-14:06,5
GATE_000110,GATE_DEV_STN_008,STN_008,2026-04-14T06:30:00Z,R3:2026-04-14:06,5
GATE_000111,GATE_DEV_STN_009,STN_009,2026-04-14T06:30:00Z,R3:2026-04-14:06,5
GATE_000112,GATE_DEV_STN_007,STN_007,2026-04-14T07:30:00Z,R3:2026-04-14:07,5
GATE_000113,GATE_DEV_STN_008,STN_008,2026-04-14T07:30:00Z,R3:2026-04-14:07,5
GATE_000114,GATE_DEV_STN_009,STN_009,2026-04-14T07:30:00Z,R3:2026-04-14:07,5
GATE_000115,GATE_DEV_STN_007,STN_007,2026-04-14T08:30:00Z,R3:2026-04-14:08,5
GATE_000116,GATE_DEV_STN_008,STN_008,2026-04-14T08:30:00Z,R3:2026-04-14:08,5
GATE_000117,GATE_DEV_STN_009,STN_009,2026-04-14T08:30:00Z,R3:2026-04-14:08,5
GATE_000118,GATE_DEV_STN_007,STN_007,2026-04-14T16:30:00Z,R3:2026-04-14:16,5
GATE_000119,GATE_DEV_STN_008,STN_008,2026-04-14T16:30:00Z,R3:2026-04-14:16,5
GATE_000120,GATE_DEV_STN_009,STN_009,2026-04-14T16:30:00Z,R3:2026-04-14:16,5
GATE_000121,GATE_DEV_STN_007,STN_007,2026-04-14T17:30:00Z,R3:2026-04-14:17,5
GATE_000122,GATE_DEV_STN_008,STN_008,2026-04-14T17:30:00Z,R3:2026-04-14:17,5
GATE_000123,GATE_DEV_STN_009,STN_009,2026-04-14T17:30:00Z,R3:2026-04-14:17,5
GATE_000124,GATE_DEV_STN_007,STN_007,2026-04-14T18:30:00Z,R3:2026-04-14:18,5
GATE_000125,GATE_DEV_STN_008,STN_008,2026-04-14T18:30:00Z,R3:2026-04-14:18,5
GATE_000126,GATE_DEV_STN_009,STN_009,2026-04-14T18:30:00Z,R3:2026-04-14:18,5
GATE_000127,GATE_DEV_STN_010,STN_010,2026-04-14T06:30:00Z,R4:2026-04-14:06,4
GATE_000128,GATE_DEV_STN_011,STN_011,2026-04-14T06:30:00Z,R4:2026-04-14:06,4
GATE_000129,GATE_DEV_STN_012,STN_012,2026-04-14T06:30:00Z,R4:2026-04-14:06,4
GATE_000130,GATE_DEV_STN_010,STN_010,2026-04-14T07:30:00Z,R4:2026-04-14:07,4
GATE_000131,GATE_DEV_STN_011,STN_011,2026-04-14T07:30:00Z,R4:2026-04-14:07,4
GATE_000132,GATE_DEV_STN_012,STN_012,2026-04-14T07:30:00Z,R4:2026-04-14:07,4
GATE_000133,GATE_DEV_STN_010,STN_010,2026-04-14T08:30:00Z,R4:2026-04-14:08,4
GATE_000134,GATE_DEV_STN_011,STN_011,2026-04-14T08:30:00Z,R4:2026-04-14:08,4
GATE_000135,GATE_DEV_STN_012,STN_012,2026-04-14T08:30:00Z,R4:2026-04-14:08,4
GATE_000136,GATE_DEV_STN_010,STN_010,2026-04-14T16:30:00Z,R4:2026-04-14:16,4
GATE_000137,GATE_DEV_STN_011,STN_011,2026-04-14T16:30:00Z,R4:2026-04-14:16,4
GATE_000138,GATE_DEV_STN_012,STN_012,2026-04-14T16:30:00Z,R4:2026-04-14:16,4
GATE_000139,GATE_DEV_STN_010,STN_010,2026-04-14T17:30:00Z,R4:2026-04-14:17,4
GATE_000140,GATE_DEV_STN_011,STN_011,2026-04-14T17:30:00Z,R4:2026-04-14:17,4
GATE_000141,GATE_DEV_STN_012,STN_012,2026-04-14T17:30:00Z,R4:2026-04-14:17,4
GATE_000142,GATE_DEV_STN_010,STN_010,2026-04-14T18:30:00Z,R4:2026-04-14:18,4
GATE_000143,GATE_DEV_STN_011,STN_011,2026-04-14T18:30:00Z,R4:2026-04-14:18,4
GATE_000144,GATE_DEV_STN_012,STN_012,2026-04-14T18:30:00Z,R4:2026-04-14:18,4
GATE_000145,GATE_DEV_STN_001,STN_001,2026-04-15T06:30:00Z,R1:2026-04-15:06,4
GATE_000146,GATE_DEV_STN_002,STN_002,2026-04-15T06:30:00Z,R1:2026-04-15:06,4
GATE_000147,GATE_DEV_STN_003,STN_003,2026-04-15T06:30:00Z,R1:2026-04-15:06,4
GATE_000148,GATE_DEV_STN_001,STN_001,2026-04-15T07:30:00Z,R1:2026-04-15:07,4
GATE_000149,GATE_DEV_STN_002,STN_002,2026-04-15T07:30:00Z,R1:2026-04-15:07,4
GATE_000150,GATE_DEV_STN_003,STN_003,2026-04-15T07:30:00Z,R1:2026-04-15:07,4
GATE_000151,GATE_DEV_STN_001,STN_001,2026-04-15T08:30:00Z,R1:2026-04-15:08,4
GATE_000152,GATE_DEV_STN_002,STN_002,2026-04-15T08:30:00Z,R1:2026-04-15:08,4
GATE_000153,GATE_DEV_STN_003,STN_003,2026-04-15T08:30:00Z,R1:2026-04-15:08,4
GATE_000154,GATE_DEV_STN_001,STN_001,2026-04-15T16:30:00Z,R1:2026-04-15:16,4
GATE_000155,GATE_DEV_STN_002,STN_002,2026-04-15T16:30:00Z,R1:2026-04-15:16,4
GATE_000156,GATE_DEV_STN_003,STN_003,2026-04-15T16:30:00Z,R1:2026-04-15:16,4
GATE_000157,GATE_DEV_STN_001,STN_001,2026-04-15T17:30:00Z,R1:2026-04-15:17,4
GATE_000158,GATE_DEV_STN_002,STN_002,2026-04-15T17:30:00Z,R1:2026-04-15:17,4
GATE_000159,GATE_DEV_STN_003,STN_003,2026-04-15T17:30:00Z,R1:2026-04-15:17,4
GATE_000160,GATE_DEV_STN_001,STN_001,2026-04-15T18:30:00Z,R1:2026-04-15:18,4
GATE_000161,GATE_DEV_STN_002,STN_002,2026-04-15T18:30:00Z,R1:2026-04-15:18,4
GATE_000162,GATE_DEV_STN_003,STN_003,2026-04-15T18:30:00Z,R1:2026-04-15:18,4
GATE_000163,GATE_DEV_STN_004,STN_004,2026-04-15T06:30:00Z,R2:2026-04-15:06,5
GATE_000164,GATE_DEV_STN_005,STN_005,2026-04-15T06:30:00Z,R2:2026-04-15:06,5
GATE_000165,GATE_DEV_STN_006,STN_006,2026-04-15T06:30:00Z,R2:2026-04-15:06,5
GATE_000166,GATE_DEV_STN_004,STN_004,2026-04-15T07:30:00Z,R2:2026-04-15:07,5
GATE_000167,GATE_DEV_STN_005,STN_005,2026-04-15T07:30:00Z,R2:2026-04-15:07,5
GATE_000168,GATE_DEV_STN_006,STN_006,2026-04-15T07:30:00Z,R2:2026-04-15:07,5
GATE_000169,GATE_DEV_STN_004,STN_004,2026-04-15T08:30:00Z,R2:2026-04-15:08,5
GATE_000170,GATE_DEV_STN_005,STN_005,2026-04-15T08:30:00Z,R2:2026-04-15:08,5
GATE_000171,GATE_DEV_STN_006,STN_006,2026-04-15T08:30:00Z,R2:2026-04-15:08,5
GATE_000172,GATE_DEV_STN_004,STN_004,2026-04-15T16:30:00Z,R2:2026-04-15:16,5
GATE_000173,GATE_DEV_STN_005,STN_005,2026-04-15T16:30:00Z,R2:2026-04-15:16,5
GATE_000174,GATE_DEV_STN_006,STN_006,2026-04-15T16:30:00Z,R2:2026-04-15:16,5
GATE_000175,GATE_DEV_STN_004,STN_004,2026-04-15T17:30:00Z,R2:2026-04-15:17,5
GATE_000176,GATE_DEV_STN_005,STN_005,2026-04-15T17:30:00Z,R2:2026-04-15:17,5
GATE_000177,GATE_DEV_STN_006,STN_006,2026-04-15T17:30:00Z,R2:2026-04-15:17,5
GATE_000178,GATE_DEV_STN_004,STN_004,2026-04-15T18:30:00Z,R2:2026-04-15:18,5
GATE_000179,GATE_DEV_STN_005,STN_005,2026-04-15T18:30:00Z,R2:2026-04-15:18,5
GATE_000180,GATE_DEV_STN_006,STN_006,2026-04-15T18:30:00Z,R2:2026-04-15:18,5
GATE_000181,GATE_DEV_STN_007,STN_007,2026-04-15T06:30:00Z,R3:2026-04-15:06,5
GATE_000182,GATE_DEV_STN_008,STN_008,2026-04-15T06:30:00Z,R3:2026-04-15:06,5
GATE_000183,GATE_DEV_STN_009,STN_009,2026-04-15T06:30:00Z,R3:2026-04-15:06,5
GATE_000184,GATE_DEV_STN_007,STN_007,2026-04-15T07:30:00Z,R3:2026-04-15:07,5
GATE_000185,GATE_DEV_STN_008,STN_008,2026-04-15T07:30:00Z,R3:2026-04-15:07,5
GATE_000186,GATE_DEV_STN_009,STN_009,2026-04-15T07:30:00Z,R3:2026-04-15:07,5
GATE_000187,GATE_DEV_STN_007,STN_007,2026-04-15T08:30:00Z,R3:2026-04-15:08,5
GATE_000188,GATE_DEV_STN_008,STN_008,2026-04-15T08:30:00Z,R3:2026-04-15:08,5
GATE_000189,GATE_DEV_STN_009,STN_009,2026-04-15T08:30:00Z,R3:2026-04-15:08,5
GATE_000190,GATE_DEV_STN_007,STN_007,2026-04-15T16:30:00Z,R3:2026-04-15:16,5
GATE_000191,GATE_DEV_STN_008,STN_008,2026-04-15T16:30:00Z,R3:2026-04-15:16,5
GATE_000192,GATE_DEV_STN_009,STN_009,2026-04-15T16:30:00Z,R3:2026-04-15:16,5
GATE_000193,GATE_DEV_STN_007,STN_007,2026-04-15T17:30:00Z,R3:2026-04-15:17,5
GATE_000194,GATE_DEV_STN_008,STN_008,2026-04-15T17:30:00Z,R3:2026-04-15:17,5
GATE_000195,GATE_DEV_STN_009,STN_009,2026-04-15T17:30:00Z,R3:2026-04-15:17,5
GATE_000196,GATE_DEV_STN_007,STN_007,2026-04-15T18:30:00Z,R3:2026-04-15:18,5
GATE_000197,GATE_DEV_STN_008,STN_008,2026-04-15T18:30:00Z,R3:2026-04-15:18,5
GATE_000198,GATE_DEV_STN_009,STN_009,2026-04-15T18:30:00Z,R3:2026-04-15:18,5
GATE_000199,GATE_DEV_STN_010,STN_010,2026-04-15T06:30:00Z,R4:2026-04-15:06,4
GATE_000200,GATE_DEV_STN_011,STN_011,2026-04-15T06:30:00Z,R4:2026-04-15:06,4
GATE_000201,GATE_DEV_STN_012,STN_012,2026-04-15T06:30:00Z,R4:2026-04-15:06,4
GATE_000202,GATE_DEV_STN_010,STN_010,2026-04-15T07:30:00Z,R4:2026-04-15:07,4
GATE_000203,GATE_DEV_STN_011,STN_011,2026-04-15T07:30:00Z,R4:2026-04-15:07,4
GATE_000204,GATE_DEV_STN_012,STN_012,2026-04-15T07:30:00Z,R4:2026-04-15:07,4
GATE_000205,GATE_DEV_STN_010,STN_010,2026-04-15T08:30:00Z,R4:2026-04-15:08,4
GATE_000206,GATE_DEV_STN_011,STN_011,2026-04-15T08:30:00Z,R4:2026-04-15:08,4
GATE_000207,GATE_DEV_STN_012,STN_012,2026-04-15T08:30:00Z,R4:2026-04-15:08,4
GATE_000208,GATE_DEV_STN_010,STN_010,2026-04-15T16:30:00Z,R4:2026-04-15:16,4
GATE_000209,GATE_DEV_STN_011,STN_011,2026-04-15T16:30:00Z,R4:2026-04-15:16,4
GATE_000210,GATE_DEV_STN_012,STN_012,2026-04-15T16:30:00Z,R4:2026-04-15:16,4
GATE_000211,GATE_DEV_STN_010,STN_010,2026-04-15T17:30:00Z,R4:2026-04-15:17,4
GATE_000212,GATE_DEV_STN_011,STN_011,2026-04-15T17:30:00Z,R4:2026-04-15:17,4
GATE_000213,GATE_DEV_STN_012,STN_012,2026-04-15T17:30:00Z,R4:2026-04-15:17,4
GATE_000214,GATE_DEV_STN_010,STN_010,2026-04-15T18:30:00Z,R4:2026-04-15:18,4
GATE_000215,GATE_DEV_STN_011,STN_011,2026-04-15T18:30:00Z,R4:2026-04-15:18,4
GATE_000216,GATE_DEV_STN_012,STN_012,2026-04-15T18:30:00Z,R4:2026-04-15:18,4
